target_url,title,status_code,crawl_depth,exported_total_inlinks,exported_unique_inlinks,reported_total_inlinks,reported_unique_inlinks,inlinks_file
"https://edhfilmgroup.com/products/security-glass/","Security Glass","200","1","846","410","846","410","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_products_security_glass.csv"
"https://edhfilmgroup.com/products/security-window-film/","Security Window Film","200","1","850","410","850","410","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_products_security_window_film.csv"
"https://edhfilmgroup.com/products/solar-window-film/","Solar Window Film for Homes & Offices | EDH Film Group","200","1","853","410","853","410","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_products_solar_window_film.csv"
"https://edhfilmgroup.com/products/switchable-film/","Switchable Film","200","1","845","410","845","410","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_products_switchable_film.csv"
"https://edhfilmgroup.com/residential-market/","Residential Window Tinting for a Cooler, More Comfortable Home","200","1","843","410","843","410","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_residential_market.csv"
"https://edhfilmgroup.com/school-security-window-film/","Security Ballistic Film for School Windows | EDH Film Group","200","1","433","410","433","410","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_school_security_window_film.csv"
"https://edhfilmgroup.com/sitemap/","Sitemap - EDH Film Group","200","1","833","410","833","410","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_sitemap.csv"
"https://edhfilmgroup.com/blog/category/home-window-tinting-film/","Home Window Tinting & Film Archives - EDH Film Group","200","3","239","163","239","163","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_home_window_tinting_film.csv"
"https://edhfilmgroup.com/blog/category/commercial-window-film/","Commercial Window Film Archives - EDH Film Group","200","3","223","161","223","161","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_commercial_window_film.csv"
"https://edhfilmgroup.com/blog/category/decorative-window-film/","Decorative Window Film Archives - EDH Film Group","200","3","193","159","193","159","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_decorative_window_film.csv"
"https://edhfilmgroup.com/blog/category/anti-graffiti-film/","Anti-Graffiti Film Archives - EDH Film Group","200","3","170","157","170","157","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_anti_graffiti_film.csv"
"https://edhfilmgroup.com/blog/category/custom-graphics/","Custom Graphics Archives - EDH Film Group","200","3","171","157","171","157","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_custom_graphics.csv"
"https://edhfilmgroup.com/blog/category/energy-efficiency/","Energy Efficiency Archives - EDH Film Group","200","3","175","157","175","157","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_energy_efficiency.csv"
"https://edhfilmgroup.com/blog/category/riot-glass/","Riot Glass Archives - EDH Film Group","200","3","170","157","170","157","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_riot_glass.csv"
"https://edhfilmgroup.com/blog/category/school-safety/","School Safety Archives - EDH Film Group","200","3","172","157","172","157","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_school_safety.csv"
"https://edhfilmgroup.com/blog/category/security-window-film/","Security Window Film Archives - EDH Film Group","200","3","179","157","179","157","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_security_window_film.csv"
"https://edhfilmgroup.com/blog/category/solar-window-film/","Solar Window Film Archives - EDH Film Group","200","3","174","157","174","157","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_solar_window_film.csv"
"https://edhfilmgroup.com/blog/category/switchable-smart-film/","Switchable Smart Film Archives - EDH Film Group","200","3","170","157","170","157","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_switchable_smart_film.csv"
"https://edhfilmgroup.com/blog/category/uncategorized/","Uncategorized Archives - EDH Film Group","200","3","176","157","176","157","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_uncategorized.csv"
"https://edhfilmgroup.com/blog/category/window-tinting/","Window Tinting Archives - EDH Film Group","200","3","173","157","173","157","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_window_tinting.csv"
"https://edhfilmgroup.com/solar-window-film/","","301","3","46","38","46","38","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_solar_window_film.csv"
"https://edhfilmgroup.com/home-window-tinting/","Home Window Tinting & Residential Window Film | EDH Film Group","200","2","52","35","52","35","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_home_window_tinting.csv"
"https://edhfilmgroup.com/decorative-window-film/","Decorative Window Film & Colored Tint for Privacy | EDH Film Group","200","2","50","31","50","31","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_decorative_window_film.csv"
"https://edhfilmgroup.com/security-window-film/","Security Window Film for Added Safety | EDH Film Group","200","2","45","31","45","31","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_security_window_film.csv"
"https://edhfilmgroup.com/locations/window-tinting-st-louis-mo/","","301","2","41","27","41","27","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_locations_window_tinting_st_louis_mo.csv"
"https://edhfilmgroup.com/locations/window-tinting-tulsa-ok/","","301","2","30","16","30","16","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_locations_window_tinting_tulsa_ok.csv"
"https://edhfilmgroup.com/privacy-policy/","Privacy Policy - EDH Film Group","200","2","35","13","35","13","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_privacy_policy.csv"
"https://edhfilmgroup.com/locations/window-tinting-chicago/","Window Tinting Chicago | EDH Film Group","200","2","36","12","36","12","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_locations_window_tinting_chicago.csv"
"https://edhfilmgroup.com/terms-and-conditions/","Terms and Conditions - EDH Film Group","200","2","34","12","34","12","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_terms_and_conditions.csv"
"https://edhfilmgroup.com/blog/decorative-window-film-chicago-il/","The Transformative Power of Decorative Window Film","200","2","22","8","22","8","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_decorative_window_film_chicago_il.csv"
"https://edhfilmgroup.com/blog/the-different-types-of-window-tinting-films-and-their-uses/","Types of Window Tinting Films Explained | EDH Film Group","200","2","22","8","22","8","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_the_different_types_of_window_tinting_films_and_their_uses.csv"
"https://edhfilmgroup.com/blog/what-is-solar-window-film-and-how-does-it-improve-your-homes-energy-efficiency/","Improve Energy Efficiency with Solar Window Film | EDH Film Group","200","2","22","8","22","8","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_what_is_solar_window_film_and_how_does_it_improve_your_homes_energy_efficiency.csv"
"https://edhfilmgroup.com/locations/window-tinting-fort-worth-tx/","","301","2","15","8","15","8","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_locations_window_tinting_fort_worth_tx.csv"
"https://edhfilmgroup.com/blog/category/home-window-tinting-film/page/7/","Home Window Tinting & Film Archives - Page 7 of 7 - EDH Film Group","200","4","20","7","20","7","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_home_window_tinting_film_page_7.csv"
"https://edhfilmgroup.com/blog/debunking-common-myths-about-home-window-tinting/","Debunking Home Window Tinting Myths | EDH Film Group","200","2","21","7","21","7","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_debunking_common_myths_about_home_window_tinting.csv"
"https://edhfilmgroup.com/blog/uv-protection-with-window-tinting-why-its-essential-for-your-home/","Home Window Tinting for UV Protection | EDH Film Group","200","2","21","7","21","7","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_uv_protection_with_window_tinting_why_its_essential_for_your_home.csv"
"https://edhfilmgroup.com/blog/architectural-window-films-chicago-il/","Busting Myths About Architectural Window Films - EDH Film Group","200","2","20","6","20","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_architectural_window_films_chicago_il.csv"
"https://edhfilmgroup.com/blog/comfort-energy-efficiency-window-film-chicago/","3M Night Vision Window Film Boosts Comfort | EDH Film Group","200","2","20","6","20","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_comfort_energy_efficiency_window_film_chicago.csv"
"https://edhfilmgroup.com/blog/commercial-decorative-window-film-fort-worth-tx/","Commercial Decorative Window Film Fort Worth, TX | EDH","200","2","20","6","20","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_commercial_decorative_window_film_fort_worth_tx.csv"
"https://edhfilmgroup.com/blog/decorative-film-benefits-chicago-illinois/","Decorative Film vs Custom Glass - 5 Great Window Film Benefits","200","2","20","6","20","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_decorative_film_benefits_chicago_illinois.csv"
"https://edhfilmgroup.com/blog/how-commercial-window-tinting-can-improve-workplace-productivity-and-comfort/","Commercial Window Tinting & Workplace Productivity | EDH","200","2","20","6","20","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_how_commercial_window_tinting_can_improve_workplace_productivity_and_comfort.csv"
"https://edhfilmgroup.com/blog/how-one-way-window-film-work/","How One-Way Window Film Works | EDH Film Group","200","2","20","6","20","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_how_one_way_window_film_work.csv"
"https://edhfilmgroup.com/blog/how-solar-window-film-helps-protect-your-furniture-and-flooring-from-uv-damage/","Solar Window Film Protects Interiors from UV Damage | EDH Film Group","200","2","20","6","20","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_how_solar_window_film_helps_protect_your_furniture_and_flooring_from_uv_damage.csv"
"https://edhfilmgroup.com/blog/how-window-tinting-improves-home-security-and-privacy/","How Window Tinting Improves Home Security & Privacy | EDH Film Group","200","2","20","6","20","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_how_window_tinting_improves_home_security_and_privacy.csv"
"https://edhfilmgroup.com/blog/reducing-energy-costs-with-commercial-window-tinting-what-you-need-to-know/","Reduce Energy Costs with Commercial Window Tinting | EDH Film Group","200","2","21","6","21","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_reducing_energy_costs_with_commercial_window_tinting_what_you_need_to_know.csv"
"https://edhfilmgroup.com/blog/security-window-film-dallas-local-stores-fighting-theft/","Commercial Security Window Film Dallas | EDH Film Group","200","2","20","6","20","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_security_window_film_dallas_local_stores_fighting_theft.csv"
"https://edhfilmgroup.com/blog/the-business-benefits-of-commercial-window-tinting-security-privacy-and-style/","Business Benefits of Commercial Window Tinting | EDH Film Group","200","2","20","6","20","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_the_business_benefits_of_commercial_window_tinting_security_privacy_and_style.csv"
"https://edhfilmgroup.com/blog/the-process-of-home-window-tinting-what-to-expect/","The Process of Home Window Tinting | EDH Film Group","200","2","20","6","20","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_the_process_of_home_window_tinting_what_to_expect.csv"
"https://edhfilmgroup.com/blog/which-decorative-window-film-adds-the-most-privacy/","Best Decorative Window Film for Privacy | EDH Film Group","200","2","20","6","20","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_which_decorative_window_film_adds_the_most_privacy.csv"
"https://edhfilmgroup.com/blog/window-tint-warehouse-productivity/","How Window Tint Transforms Warehouse Productivity - EDH Film Group","200","2","20","6","20","6","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_window_tint_warehouse_productivity.csv"
"https://edhfilmgroup.com/blog/2025/09/10/","September 10, 2025 - EDH Film Group","200","3","17","5","17","5","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_2025_09_10.csv"
"https://edhfilmgroup.com/blog/3m-di-noc-resurfacing-ideas-tulsa/","3M Di-Noc Resurfacing in Tulsa | EDH Film Group","200","2","19","5","19","5","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_3m_di_noc_resurfacing_ideas_tulsa.csv"
"https://edhfilmgroup.com/blog/anti-graffiti-film-dallas/","Anti-Graffiti Film for Dallas Storefronts | EDH Film Group","200","2","19","5","19","5","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_anti_graffiti_film_dallas.csv"
"https://edhfilmgroup.com/blog/architectural-resurfacing-fort-worth/","Architectural Resurfacing Fort Worth Lobbies | EDH Film Group","200","2","19","5","19","5","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_architectural_resurfacing_fort_worth.csv"
"https://edhfilmgroup.com/blog/category/commercial-window-film/page/5/","Commercial Window Film Archives - Page 5 of 5 - EDH Film Group","200","4","18","5","18","5","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_category_commercial_window_film_page_5.csv"
"https://edhfilmgroup.com/blog/commercial-decorative-window-film-stl/","Transform Your Workspace: How Decorative Window Film Revo...","200","2","19","5","19","5","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_commercial_decorative_window_film_stl.csv"
"https://edhfilmgroup.com/blog/commercial-window-film-contractor-designer-favorite-chicago-il/","Commercial Window Film Has Become the Go-To Solution for...","200","2","19","5","19","5","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_commercial_window_film_contractor_designer_favorite_chicago_il.csv"
"https://edhfilmgroup.com/blog/custom-graphic-window-film-arlington/","Custom Graphic Window Film Arlington Restaurants | EDH","200","2","19","5","19","5","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_custom_graphic_window_film_arlington.csv"
"https://edhfilmgroup.com/blog/custom-graphic-window-film-st-louis/","Custom Graphic Window Film St. Louis | EDH Film Group","200","2","19","5","19","5","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_custom_graphic_window_film_st_louis.csv"
"https://edhfilmgroup.com/blog/decorative-window-film-dallas-small-space-design/","Decorative Window Film in Dallas | EDH Film Group","200","2","19","5","19","5","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_decorative_window_film_dallas_small_space_design.csv"
"https://edhfilmgroup.com/blog/decorative-window-film-the-woodlands/","Decorative Window Film The Woodlands Homes | EDH Film Group","200","2","19","5","19","5","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_decorative_window_film_the_woodlands.csv"
"https://edhfilmgroup.com/blog/fall-home-improvement-chicago-illinois/","Window Film: A Great Fall Home Improvement Project - EDH Film Group","200","2","19","5","19","5","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_fall_home_improvement_chicago_illinois.csv"
"https://edhfilmgroup.com/blog/glare-reducing-window-film-chicago-illinois/","Glare Reducing Window Film for Winter | EDH Film Group","200","2","19","5","19","5","C:\Users\nefre\OneDrive\Desktop\ai_projects\skills\screaming-frog\output\edhfilmgroup.com-sitewide\inlinks\edhfilmgroup_com_blog_glare_reducing_window_film_chicago_illinois.csv"
